Date,GOOG,META,MSFT,AAPL
2024-04-19,144.92317719911352,448.49665391867165,367.80647996232074,153.34252992329493
2024-04-22,146.80452287550906,448.51920281233106,369.01441578425874,153.91976240214262
2024-04-23,148.6941389162921,462.0807363340573,375.2457610723959,154.96461983935933
2024-04-24,149.087504557815,457.4993276472469,374.84803061806815,156.19572644557138
2024-04-25,146.2334132156211,409.3522660228373,365.8187064306803,157.06522212054188
2024-04-26,160.3601847275013,409.98431164360227,371.460356357602,156.08600573563763
2024-04-29,155.34387663645612,400.96600581755047,368.5208042754384,160.29800657088344
2024-04-30,152.20210217884778,398.3666168970485,356.3900512150831,157.23947973288523
2024-05-01,153.76709191611735,408.59377498760296,363.1912304862344,157.00879428836197
2024-05-02,155.64842189849605,408.8020760248164,363.98101461396254,159.64467469270403
2024-05-03,155.97070987918778,417.8683559282217,371.6515097936208,169.012618946741
2024-05-06,156.3809167776526,429.5506659517123,377.0589980187069,167.0834190470705
2024-05-07,159.1426392649737,431.5357213483949,372.9042629477044,167.57170570261223
2024-05-08,157.71748317284255,436.24336768400644,374.58940868284117,168.14981640082078
2024-05-09,158.1572089766605,438.99269497171736,376.338935608228,169.89030303890468
2024-05-10,156.41141083417097,438.1534510918391,377.2052164208253,168.12137154009633
2024-05-13,157.18668964186327,431.20762243096397,376.79295522587927,171.3222687773159
2024-05-14,157.7951249516127,433.813852971507,378.5663195388952,172.0104489546702
2024-05-15,159.27474633623933,441.8625739044437,384.4368082887013,173.77380653572618
2024-05-16,159.58408150536343,431.2365369964027,379.8942100455861,172.68208686705293
2024-05-17,161.60273058153052,430.9046808856601,379.9583677402552,173.05921282552845
2024-05-20,162.55432881403067,427.7990274879812,384.3253214742617,174.00263408217143
2024-05-21,163.75858958520257,424.5293114312444,388.19135501572237,175.43207691341013
2024-05-22,162.4385985803001,427.63025302123606,389.73349761153986,174.20036101551614
2024-05-23,160.19781136608435,426.98057753685316,387.6169184929313,171.0040570487281
2024-05-24,161.5469191025477,438.89211199013516,390.9377707520616,174.0420524291403
2024-05-27,161.0263870814233,437.4779259482166,389.67810186407587,173.48125893450197
2024-05-28,162.35631095691497,438.4568678266369,389.3113860138401,173.26268976239953
2024-05-29,161.9402718510264,433.77729608897425,388.62947539088054,173.69651205068294
2024-05-30,159.16905343175586,429.0717296079274,377.23912030340216,175.418396029806
2024-05-31,159.04130630077725,427.540053461822,376.48685108742757,175.75219569607452
2024-06-03,159.2026841990437,436.59210040166363,374.4171423204043,177.09115307826687
2024-06-04,159.05440203500893,433.9622991325705,374.8493195773153,176.4995880530323
2024-06-05,161.19349660094485,451.45849458545854,382.8985500702038,178.29709507815096
2024-06-06,162.46822749108105,450.57682033510355,383.6177419623127,177.15124088794983
2024-06-07,159.98913694334533,449.0249667840708,382.31258788238847,179.01885327047057
2024-06-10,162.51392311771997,462.71348493226105,390.075872723457,177.47340466799687
2024-06-11,164.17190656957428,467.8315444787113,394.9967861946898,190.6252161608445
2024-06-12,165.80275051496574,470.1397880922377,403.5441574781307,196.50991915572467
2024-06-13,162.09981404574864,462.623738580136,401.299125341935,196.2583432406991
2024-06-14,164.72694890160346,466.34334256342845,404.98223958170274,196.00231691391673
2024-06-17,165.6711296295489,470.23342564080303,411.6951519885861,200.54264287686328
2024-06-18,162.92574719522236,461.94415084816137,408.3618732149316,197.628680176128
2024-06-19,162.90124615588866,461.8746829340671,408.30046309105455,197.59896045318783
2024-06-20,163.92354400448676,463.5196385553645,407.3645941620689,193.18189982350668
2024-06-21,166.97648081204534,459.0528640159573,412.8262859138522,191.96988128449902
2024-06-24,167.75967628498438,463.6924652472662,411.606673677823,192.90732566562474
2024-06-25,171.48298495213567,472.5690176297394,412.88538345986126,192.95744435390588
2024-06-26,171.65846261767547,475.9258747151762,414.88629683830004,197.23992718748923
2024-06-27,173.51638743104832,483.23056083859046,416.6675464064974,198.57326290725996
2024-06-28,169.87088655022944,467.72105369857854,410.1497393337286,194.82819310760078
2024-07-01,170.43552368761448,466.97966784934397,418.0787203484797,199.99832929461263
2024-07-02,172.3644099516605,471.3586813553047,420.34072259401,203.21135667129056
2024-07-03,172.90274908402898,471.28775706179295,421.26063811957647,204.17718343219713
2024-07-04,172.18354581385665,469.32739669813964,419.5083696904421,203.32789156843592
2024-07-05,176.09903766639218,496.091898685725,425.00574768117804,207.3898278539873
2024-07-08,174.49384006292712,485.6725842135347,423.20562567988964,208.45032867381633
2024-07-09,174.3778887063454,486.0754192921595,416.93443219728215,209.14203775441638
2024-07-10,176.67433253313993,491.1096617973999,423.6546292398016,213.39312456373955
2024-07-11,171.46556587989926,470.1074063935994,412.45383587021206,208.08182482611755
2024-07-12,170.3689672534265,455.7662155934322,409.9175848947725,210.03243610499612
2024-07-15,171.4535500255306,452.75810187200295,409.8063656548693,213.2982973274402
2024-07-16,168.75441980329924,446.288558214801,405.2018441955079,213.36650175540854
2024-07-17,166.1198694499417,420.9209000955743,399.7584727268659,207.95105504467574
2024-07-18,162.46544724110026,432.05519459029165,395.55184822380033,202.97910352616782
2024-07-19,163.1959480473961,434.44310472885263,394.015364149127,203.81669170184978
2024-07-22,166.83485412285518,444.2076006345742,399.35767523321556,203.54307285013783
2024-07-23,167.20619972961686,445.7668063179881,401.42501153895864,204.67340213622265
2024-07-24,159.3727425748384,422.2718083713298,388.4270839527053,199.50472626046212
2024-07-25,154.77022443313126,415.50419310051257,379.30851955748403,198.7508569506099
2024-07-26,154.16375502817846,426.30413097873134,385.11871038040954,198.96444813011203
2024-07-29,156.3672934724309,426.2161019597261,386.35279553054716,199.17463937694265
2024-07-30,157.53199425294042,425.2533384451999,384.1168852365263,200.3185793535522
2024-07-31,158.76424856617177,436.0767253497215,380.08544371200514,203.3853117527542
2024-08-01,158.00780868011134,456.78568305300723,378.6841321325446,199.83355104384646
2024-08-02,154.81636391447046,449.48359849159533,372.10669763672195,201.8835951671672
2024-08-05,146.01430911472016,433.1086748901653,355.88929169464245,189.9891025949546
2024-08-06,145.38844973172036,448.17472166758125,358.58672281074723,187.4473442688095
2024-08-07,145.9086703947587,444.4904818594896,358.3383435499054,190.2203056035105
2024-08-08,148.68735520342398,463.2375424093116,362.1063621202902,193.3504813635118
2024-08-09,150.26459824953236,471.17139867605147,365.5156922302922,196.22910524874442
2024-08-12,148.98230876997332,469.5972201322729,366.290879465123,197.6627186548285
2024-08-13,150.47216022163957,480.06899598383825,372.0089285805461,200.64860140525434
2024-08-14,146.12401524244342,475.8099474866758,372.50108946956243,199.9462855594229
2024-08-15,146.93521171704924,484.642335771583,376.3500359002501,202.35304102435475
2024-08-16,148.89635547591388,477.45901904029597,375.44180118668737,204.3016552785557
2024-08-19,151.48285160024716,476.87173502941005,376.39444197044577,203.18929065819793
2024-08-20,151.1437852777808,471.9423267724851,377.21079971984364,202.6170924593207
2024-08-21,149.3954269967062,477.70936586244716,375.2218185246329,201.76429692951479
2024-08-22,147.1254820295144,473.65848640183685,366.718417948141,199.60570355469827
2024-08-23,149.36165237085515,471.7743969373478,369.0764742161555,202.3521344311721
2024-08-26,148.86004802943262,462.6816286919675,363.83808926885104,201.37348619693148
2024-08-27,147.79298284035667,461.84714160981093,364.9038574949209,202.54754628366118
2024-08-28,145.950067424179,459.23901358696094,361.6184929361498,200.9415682497056
2024-08-29,145.66445392603055,462.7115948377177,365.5704216440208,204.84014027775265
2024-08-30,147.77998656099953,467.3398926435766,370.6102202191505,204.9557231099334
2024-09-02,148.25648336238373,468.8467676216169,371.80520330586114,205.61657542667763
2024-09-03,142.12895998390013,459.31745672311445,364.196343252559,199.61400788025094
2024-09-04,141.64996070987854,460.97114637386767,364.32782738861533,198.2265171387371
2024-09-05,141.95325507468624,463.35068184500415,362.8361863916871,199.03079130118385
2024-09-06,135.78668616118193,447.240744377752,355.90769320838444,197.08932430772438
2024-09-09,133.93870755128046,452.2543667404607,360.244349414952,197.5946333378197
2024-09-10,134.9644874709902,454.2901632605135,369.42935968343227,197.7653048585853
2024-09-11,137.0953338418758,461.3173062075475,377.88022497807106,200.3567384147118
2024-09-12,140.27812072754386,474.1616039911605,381.7663798266949,200.6390818761247
2024-09-13,141.96700034262267,470.41662101687325,382.64885250856787,199.1845251323466
2024-09-16,142.38701271399623,478.18215014529414,382.9501830136287,193.4676409812928
2024-09-17,143.01228081656154,479.1322561770212,384.90625938994344,193.17203639162472
2024-09-18,143.56822023833774,480.866547150119,381.28791455635474,196.7609995233006
2024-09-19,145.84630169014872,500.1447817453809,388.55147912935536,204.20611500961422
2024-09-20,146.47583778128683,500.036551670084,383.8940296426881,202.74835423542027
2024-09-23,145.09364463144811,502.8128726484647,382.3801719176299,201.23151506142312
2024-09-24,146.24431005332735,504.0687446288066,380.2251789244474,202.92413392060553
2024-09-25,144.62913939612463,504.9141344578784,380.1115800273092,200.5971282597675
2024-09-26,146.16029053841248,507.22362162696663,381.458700403693,202.70601456566692
2024-09-27,146.85387059958884,504.70197569113225,376.9857197935926,202.10848481336143
2024-09-30,148.63992676722046,509.5567066689109,379.24372269039304,206.86744759908106
2024-10-01,150.17999580981814,514.6743256326408,371.87978202734666,201.4379327936349
