Date,META,MSFT,GOOG,AAPL
2024-12-24,581.1752644902845,416.4623588525137,188.75912463866825,246.34247901249182
2024-12-25,581.3566868273992,416.59236365326797,188.8180485530811,246.41937841101026
2024-12-26,577.3157397740215,415.5564657054765,188.42373603763463,247.27395373003674
2024-12-27,572.6274103076612,407.44091206007215,185.07790108172503,243.44635880840087
2024-12-30,564.1104009174742,401.807735945029,183.6810362740962,240.07466889616626
2024-12-31,559.89018139158,399.5479639622099,181.94138737816957,238.91233513466977
2025-01-02,576.0246607217487,398.8610020830165,183.0781113096309,233.86438765349158
2025-01-03,585.9409250745557,406.69285569369094,186.99014486873693,235.2958913036946
2025-01-06,608.5194145350797,409.53439817624894,190.97580665529586,236.02779817190185
2025-01-07,591.9785126777133,401.1351110638061,188.28950461516797,231.519645947119
2025-01-08,587.4185254117438,404.8064343865535,187.76414454539008,232.90362417836786
2025-01-09,589.1748197801971,406.0167456557265,188.3255315214501,233.5999715113876
2025-01-10,595.1201019495347,401.3171102035085,186.49499620848655,228.34791436128035
2025-01-13,590.8946016191621,401.7052719742642,186.60889479749312,227.1587278204097
2025-01-14,576.0473830525661,399.42986525662127,185.02945850179458,225.61478178773177
2025-01-15,595.8034045409004,408.00148684847227,190.0029374690639,229.12584489165238
2025-01-16,590.8474066908275,406.8022802933865,187.73467796536352,220.1161109370787
2025-01-17,591.8842186715483,410.799342706523,190.6431273274793,221.63091295522463
2025-01-20,593.2988478443986,411.78117110479434,191.09877274091195,222.16062053177666
2025-01-21,588.6638401271193,405.617021657381,190.45535369405115,212.11271654021402
2025-01-22,596.2301932410737,422.97036311275406,191.10741592590966,213.54867944174293
2025-01-23,608.3668003402709,423.28197226379416,190.60012856112007,213.2998885411671
2025-01-24,618.5717445257324,420.53446553902904,192.70733162567012,212.3412149252672
2025-01-27,627.3026084440862,409.51013475378204,184.03630396176595,218.01005266662833
2025-01-28,642.4215525282343,422.3302752660329,187.57412801959708,226.46428434255722
2025-01-29,645.4687920453507,418.3724563925807,187.96698866857332,227.85915429874785
2025-01-30,655.7360576020365,392.65653313704206,193.23287653052557,226.25675661080822
2025-01-31,659.5862537873181,393.7791082507865,196.59250224702464,225.34706830525283
2025-02-03,677.2480292610489,395.5383114152319,196.58864518741848,220.89368958383784
2025-02-04,678.5134608098233,393.87507873100185,199.95436059083295,223.79616207986874
2025-02-05,676.1947144358674,393.0252999241584,185.2676172442234,222.50033087519478
2025-02-06,681.1830214979273,394.3647875319002,184.77749713670892,222.61616188524567
2025-02-07,684.5989170719622,389.1738264423657,179.14029474237395,217.59670464115516
2025-02-10,692.2984027152706,394.33363713001927,181.44977051511796,219.42081083197445
2025-02-11,695.29478783171,393.9730305909379,180.53698460859687,224.43077494320823
2025-02-12,696.3972955519057,389.2782441717827,177.85918713550927,227.1327706797365
2025-02-13,697.6304874713351,389.6892662228529,179.74033504213276,230.99867349386295
2025-02-14,700.6973213733327,385.1039330380663,177.583228856397,232.37651767862553
2025-02-17,698.8574096623743,384.09271576247556,177.11692557183142,231.76633655877959
2025-02-18,679.8489044286616,385.37207589254103,176.167409610317,231.72817806167313
2025-02-19,670.2583661242388,391.5809916934777,178.05729840512504,232.92992894883537
2025-02-20,663.4889974253601,394.6850966170023,178.05676472666528,234.45636867057328
2025-02-21,647.7634222872439,384.2399838864585,171.91705572553656,232.41509149747253
2025-02-24,634.7065073256454,381.2116108972077,171.9693462629857,234.45688033439183
2025-02-25,625.4129864833376,375.93941915559117,168.5606335540324,234.7019395183279
2025-02-26,637.0012424308952,375.41640777983775,165.0332410441615,226.99389145437362
2025-02-27,624.4792798151393,369.89584248847314,161.3332171198199,224.8587740004532
2025-02-28,639.6402084763977,377.46925141861357,164.70912512055475,231.22544329837
2025-03-03,625.9245169764363,368.7229504472343,161.01429011381424,227.17336854760106
2025-03-04,607.3915082203748,366.33247148627925,163.6663886674687,223.64030051846566
2025-03-05,614.6998546563555,372.9813450871734,163.7066874394077,220.47523676606943
2025-03-06,578.8282277272374,363.39705553630483,160.44140950194924,216.6676569982301
2025-03-07,577.1092567162123,360.35244349215645,161.9645187376882,220.2536062838626
2025-03-10,547.8970322523019,345.9746898679532,153.7879624010111,208.1740294949559
2025-03-11,556.0554012928478,346.9154635654486,152.40821448998759,202.49266617252943
2025-03-12,564.8735777011607,347.0926910889175,154.11821613473512,197.59040292854115
2025-03-13,539.8874856085968,343.8973028977816,150.6095291281008,191.43249835785537
2025-03-14,557.4515432019252,353.7806333684275,153.6839064710657,195.46047974669273
2025-03-17,553.6671114278543,353.0744197737895,152.361439001701,195.46587633131003
2025-03-18,531.1859424675276,347.159950973728,148.2776251068026,193.59499414104903
2025-03-19,531.7476430387796,350.4006874569186,151.28689095553455,195.55240242852324
2025-03-20,534.8620283124328,350.398441080004,150.54727321146493,195.0082235221562
2025-03-21,546.9848929953878,356.2041534405107,152.4129051014388,199.8172908448596
2025-03-24,568.8146637920181,358.55264603570504,156.08767983718826,202.4597981491579
2025-03-25,577.3870115354148,361.52405039024234,159.1876326534857,205.84139002714983
2025-03-26,564.094145699044,357.3077144880717,154.21198401244965,204.10291788430368
2025-03-27,558.6914363596734,359.379923531651,152.02884201738016,207.1125275811446
2025-03-28,531.8154141989507,346.63896209885206,143.8088389853092,200.5072445253154
2025-03-31,530.3399276080454,342.79124825729014,143.66071495597498,203.96690459305864
2025-04-01,539.461102926176,349.1631624648271,146.16552152236363,205.03563341707104
2025-04-02,538.6953781902266,349.8578185974766,146.4570319455088,206.11482166025235
2025-04-03,485.37055231224076,338.06141023381133,139.25962193403393,185.12563301248338
