Datetime,ALWN.AT
2026-08-25 13:30:00+03:00,14.350000381469727
2026-08-25 14:30:00+03:00,14.350000381469727
2026-08-25 15:30:00+03:00,14.494999885559082
2026-08-25 16:30:00+03:00,14.5600004196167
2026-08-26 10:30:00+03:00,14.449999809265137
2026-08-26 11:30:00+03:00,14.545000076293945
2026-08-26 12:30:00+03:00,14.449999809265137
2026-08-26 13:30:00+03:00,14.449999809265137
2026-08-26 14:30:00+03:00,14.414999961853027
2026-08-26 15:30:00+03:00,14.529999732971191
2026-08-26 16:30:00+03:00,14.449999809265137
2026-08-27 10:30:00+03:00,13.989999771118164
2026-08-27 11:30:00+03:00,14.095000267028809
2026-08-27 12:30:00+03:00,14.1850004196167
2026-08-27 13:30:00+03:00,14.1850004196167
2026-08-27 14:30:00+03:00,14.21500015258789
2026-08-27 15:30:00+03:00,14.194999694824219
2026-08-27 16:30:00+03:00,14.149999618530273
2026-08-28 10:30:00+03:00,14.0
2026-08-28 11:30:00+03:00,13.975000381469727
2026-08-28 12:30:00+03:00,13.994999885559082
2026-08-28 13:30:00+03:00,13.970000267028809
2026-08-28 14:30:00+03:00,13.949999809265137
2026-08-28 15:30:00+03:00,13.904999732971191
2026-08-28 16:30:00+03:00,13.819999694824219
2026-08-31 10:30:00+03:00,13.664999961853027
2026-08-31 11:30:00+03:00,13.614999771118164
2026-08-31 12:30:00+03:00,13.619999885559082
2026-08-31 13:30:00+03:00,13.654999732971191
2026-08-31 14:30:00+03:00,13.704999923706055
2026-08-31 15:30:00+03:00,13.694999694824219
2026-08-31 16:30:00+03:00,13.5
2026-09-01 10:30:00+03:00,13.635000228881836
2026-09-01 11:30:00+03:00,13.494999885559082
2026-09-01 12:30:00+03:00,13.515000343322754
2026-09-01 13:30:00+03:00,13.53499984741211
2026-09-01 14:30:00+03:00,13.444999694824219
2026-09-01 15:30:00+03:00,13.390000343322754
2026-09-01 16:30:00+03:00,13.380000114440918
2026-09-02 10:30:00+03:00,13.199999809265137
2026-09-02 11:30:00+03:00,13.119999885559082
2026-09-02 12:30:00+03:00,13.095000267028809
2026-09-02 13:30:00+03:00,13.154999732971191
2026-09-02 14:30:00+03:00,13.204999923706055
2026-09-02 15:30:00+03:00,13.255000114440918
2026-09-02 16:30:00+03:00,13.100000381469727
2026-09-03 10:30:00+03:00,13.289999961853027
2026-09-03 11:30:00+03:00,13.270000457763672
2026-09-03 12:30:00+03:00,13.210000038146973
2026-09-03 13:30:00+03:00,13.244999885559082
2026-09-03 14:30:00+03:00,13.239999771118164
2026-09-03 15:30:00+03:00,13.295000076293945
2026-09-03 16:30:00+03:00,13.154999732971191
2026-09-04 10:30:00+03:00,13.319999694824219
2026-09-04 11:30:00+03:00,13.324999809265137
2026-09-04 12:30:00+03:00,13.295000076293945
2026-09-04 13:30:00+03:00,13.225000381469727
2026-09-04 14:30:00+03:00,13.164999961853027
2026-09-04 15:30:00+03:00,13.085000038146973
2026-09-04 16:30:00+03:00,13.010000228881836
2026-09-07 10:30:00+03:00,13.140000343322754
2026-09-07 11:30:00+03:00,13.164999961853027
2026-09-07 12:30:00+03:00,13.21500015258789
2026-09-07 13:30:00+03:00,13.260000228881836
2026-09-07 14:30:00+03:00,13.234999656677246
2026-09-07 15:30:00+03:00,13.194999694824219
2026-09-07 16:30:00+03:00,13.100000381469727
2026-09-08 10:30:00+03:00,13.135000228881836
2026-09-08 11:30:00+03:00,13.175000190734863
2026-09-08 12:30:00+03:00,13.154999732971191
2026-09-08 13:30:00+03:00,13.180000305175781
2026-09-08 14:30:00+03:00,13.164999961853027
2026-09-08 15:30:00+03:00,13.199999809265137
2026-09-08 16:30:00+03:00,13.140000343322754
